word,stem,predicted,correct
wangeng'ang'ana,ng'ang'an,ng'ang',False
ningaling'ang'ana,ng'ang'an,ng'ang',False
ungaling'ang'ana,ng'ang'an,ng'ang',False
angaling'ang'ana,ng'ang'an,ng'ang',False
tungaling'ang'ana,ng'ang'an,ng'ang',False
mngaling'ang'ana,ng'ang'an,ng'ang',False
wangaling'ang'ana,ng'ang'an,ng'ang',False
niliyeng'ang'ana,ng'ang'an,ng'ang',False
uliyeng'ang'ana,ng'ang'an,ng'ang',False
aliyeng'ang'ana,ng'ang'an,ng'ang',False
tuliyeng'ang'ana,ng'ang'an,ng'ang',False
mliyeng'ang'ana,ng'ang'an,ng'ang',False
waliyeng'ang'ana,ng'ang'an,ng'ang',False
niliong'ang'ana,ng'ang'an,ng'ang',False
uliong'ang'ana,ng'ang'an,ng'ang',False
aliong'ang'ana,ng'ang'an,ng'ang',False
tuliong'ang'ana,ng'ang'an,ng'ang',False
mliong'ang'ana,ng'ang'an,ng'ang',False
waliong'ang'ana,ng'ang'an,ng'ang',False
nilipong'ang'ana,ng'ang'an,ng'ang',False
ulipong'ang'ana,ng'ang'an,ng'ang',False
alipong'ang'ana,ng'ang'an,ng'ang',False
tulipong'ang'ana,ng'ang'an,ng'ang',False
mlipong'ang'ana,ng'ang'an,ng'ang',False
walipong'ang'ana,ng'ang'an,ng'ang',False
nijapong'ang'ana,ng'ang'an,ng'ang',False
ujapong'ang'ana,ng'ang'an,ng'ang',False
ajapong'ang'ana,ng'ang'an,ng'ang',False
tujapong'ang'ana,ng'ang'an,ng'ang',False
mjapong'ang'ana,ng'ang'an,ng'ang',False
wajapong'ang'ana,ng'ang'an,ng'ang',False
nisipong'ang'ana,ng'ang'an,ng'ang',False
usipong'ang'ana,ng'ang'an,ng'ang',False
asipong'ang'ana,ng'ang'an,ng'ang',False
tusipong'ang'ana,ng'ang'an,ng'ang',False
msipong'ang'ana,ng'ang'an,ng'ang',False
wasipong'ang'ana,ng'ang'an,ng'ang',False
niking'ang'ana,ng'ang'an,ng'ang',False
uking'ang'ana,ng'ang'an,ng'ang',False
aking'ang'ana,ng'ang'an,ng'ang',False
tuking'ang'ana,ng'ang'an,ng'ang',False
mking'ang'ana,ng'ang'an,ng'ang',False
niliyang'ang'ana,ng'ang'an,ng'ang',False
uliyang'ang'ana,ng'ang'an,ng'ang',False
aliyang'ang'ana,ng'ang'an,ng'ang',False
tuliyang'ang'ana,ng'ang'an,ng'ang',False
mliyang'ang'ana,ng'ang'an,ng'ang',False
waliyang'ang'ana,ng'ang'an,ng'ang',False
waking'ang'ana,ng'ang'an,ng'ang',False
nilichong'ang'ana,ng'ang'an,ng'ang',False
ulichong'ang'ana,ng'ang'an,ng'ang',False
alichong'ang'ana,ng'ang'an,ng'ang',False
tulichong'ang'ana,ng'ang'an,ng'ang',False
mlichong'ang'ana,ng'ang'an,ng'ang',False
walichong'ang'ana,ng'ang'an,ng'ang',False
yaliong'ang'ana,ng'ang'an,ng'ang',False
kilichong'ang'ana,ng'ang'an,ng'ang',False
zilizong'ang'ana,ng'ang'an,ng'ang',False
inang'ang'ana,ng'ang'an,ng'ang',False
itang'ang'ana,ng'ang'an,ng'ang',False
iling'ang'ana,ng'ang'an,ng'ang',False
imeng'ang'ana,ng'ang'an,ng'ang',False
ingeng'ang'ana,ng'ang'an,ng'ang',False
ingaling'ang'ana,ng'ang'an,ng'ang',False
iliyeng'ang'ana,ng'ang'an,ng'ang',False
iliong'ang'ana,ng'ang'an,ng'ang',False
iliyong'ang'ana,ng'ang'an,ng'ang',False
ilipong'ang'ana,ng'ang'an,ng'ang',False
iking'ang'ana,ng'ang'an,ng'ang',False
ilichong'ang'ana,ng'ang'an,ng'ang',False
zinang'ang'ana,ng'ang'an,ng'ang',False
zitang'ang'ana,ng'ang'an,ng'ang',False
ziling'ang'ana,ng'ang'an,ng'ang',False
zimeng'ang'ana,ng'ang'an,ng'ang',False
zingeng'ang'ana,ng'ang'an,ng'ang',False
zingaling'ang'ana,ng'ang'an,ng'ang',False
ziliyeng'ang'ana,ng'ang'an,ng'ang',False
ziliong'ang'ana,ng'ang'an,ng'ang',False
zilipong'ang'ana,ng'ang'an,ng'ang',False
ziking'ang'ana,ng'ang'an,ng'ang',False
yanang'ang'ana,ng'ang'an,ng'ang',False
yatang'ang'ana,ng'ang'an,ng'ang',False
yaling'ang'ana,ng'ang'an,ng'ang',False
yameng'ang'ana,ng'ang'an,ng'ang',False
yangeng'ang'ana,ng'ang'an,ng'ang',False
yangaling'ang'ana,ng'ang'an,ng'ang',False
yaliyeng'ang'ana,ng'ang'an,ng'ang',False
yaliyong'ang'ana,ng'ang'an,ng'ang',False
yalipong'ang'ana,ng'ang'an,ng'ang',False
yaking'ang'ana,ng'ang'an,ng'ang',False
lililong'ang'ana,ng'ang'an,ng'ang',False
aliyong'ang'ana,ng'ang'an,ng'ang',False
liling'ang'ana,ng'ang'an,ng'ang',False
ninayeng'ang'ana,ng'ang'an,ng'ang',False
nitayeng'ang'ana,ng'ang'an,ng'ang',False
tunayeng'ang'ana,ng'ang'an,ng'ang',False
tutayeng'ang'ana,ng'ang'an,ng'ang',False
unayeng'ang'ana,ng'ang'an,ng'ang',False
utayeng'ang'ana,ng'ang'an,ng'ang',False
mnayeng'ang'ana,ng'ang'an,ng'ang',False
mtayeng'ang'ana,ng'ang'an,ng'ang',False
anayeng'ang'ana,ng'ang'an,ng'ang',False
atayeng'ang'ana,ng'ang'an,ng'ang',False
wanayeng'ang'ana,ng'ang'an,ng'ang',False
watayeng'ang'ana,ng'ang'an,ng'ang',False
oa,o,oa,False
nilioa,o,lio,False
ninaoa,o,nao,False
nimeoa,o,meo,False
nitaoa,o,tao,False
tulioa,o,lio,False
tunaoa,o,nao,False
tumeoa,o,meo,False
tutaoa,o,tao,False
ulioa,o,ulio,False
unaoa,o,unao,False
umeoa,o,umeo,False
utaoa,o,utao,False
mlioa,o,mlio,False
mnaoa,o,mnao,False
mmeoa,o,mmeo,False
mtaoa,o,mtao,False
alioa,o,alio,False
anaoa,o,anao,False
ameoa,o,ameo,False
ataoa,o,atao,False
walioa,o,lio,False
wanaoa,o,nao,False
wameoa,o,meo,False
wataoa,o,tao,False
huoa,o,huo,False
kuoa,o,kuo,False
kumuoa,o,muo,False
kuwaoa,o,wao,False
ningeoa,o,ngeo,False
ungeoa,o,ungeo,False
angeoa,o,angeo,False
tungeoa,o,ngeo,False
mngeoa,o,mngeo,False
wangeoa,o,ngeo,False
ningalioa,o,ngalio,False
ungalioa,o,ungalio,False
angalioa,o,angalio,False
tungalioa,o,ngalio,False
mngalioa,o,mngalio,False
wangalioa,o,ngalio,False
niliyeoa,o,yeo,False
uliyeoa,o,yeo,False
aliyeoa,o,yeo,False
tuliyeoa,o,yeo,False
mliyeoa,o,yeo,False
waliyeoa,o,yeo,False
niliooa,o,niliooa,False
uliooa,o,uliooa,False
aliooa,o,aliooa,False
tuliooa,o,tuliooa,False
mliooa,o,mliooa,False
waliooa,o,waliooa,False
nilipooa,o,poo,False
ulipooa,o,poo,False
alipooa,o,poo,False
tulipooa,o,poo,False
mlipooa,o,poo,False
walipooa,o,poo,False
nijapooa,o,poo,False
ujapooa,o,ujapoo,False
ajapooa,o,ajapoo,False
tujapooa,o,poo,False
mjapooa,o,mjapoo,False
wajapooa,o,poo,False
nisipooa,o,sipoo,False
usipooa,o,usipoo,False
asipooa,o,asipoo,False
tusipooa,o,sipoo,False
msipooa,o,msipoo,False
wasipooa,o,sipoo,False
nikioa,o,kio,False
ukioa,o,ukio,False
akioa,o,akio,False
tukioa,o,kio,False
mkioa,o,mkio,False
niliyaoa,o,yao,False
uliyaoa,o,yao,False
aliyaoa,o,yao,False
tuliyaoa,o,yao,False
mliyaoa,o,yao,False
waliyaoa,o,yao,False
wakioa,o,kio,False
nilichooa,o,choo,False
ulichooa,o,choo,False
alichooa,o,choo,False
tulichooa,o,choo,False
mlichooa,o,choo,False
walichooa,o,choo,False
yaliooa,o,yaliooa,False
kilichooa,o,kilichoo,False
zilizooa,o,zoo,False
inaoa,o,inao,False
itaoa,o,itao,False
ilioa,o,ilio,False
imeoa,o,imeo,False
ingeoa,o,ingeo,False
ingalioa,o,ingalio,False
iliyeoa,o,yeo,False
iliooa,o,iliooa,False
iliyooa,o,yoo,False
ilipooa,o,poo,False
ikioa,o,ikio,False
ilichooa,o,choo,False
zinaoa,o,zinao,False
zitaoa,o,zitao,False
zilioa,o,zilio,False
zimeoa,o,zimeo,False
zingeoa,o,zingeo,False
zingalioa,o,zingalio,False
ziliyeoa,o,yeo,False
ziliooa,o,ziliooa,False
zilipooa,o,poo,False
zikioa,o,zikio,False
yanaoa,o,yanao,False
yataoa,o,yatao,False
yalioa,o,yalio,False
yameoa,o,yameo,False
yangeoa,o,yangeo,False
yangalioa,o,yangalio,False
yaliyeoa,o,yeo,False
yaliyooa,o,yoo,False
yalipooa,o,poo,False
yakioa,o,yakio,False
lililooa,o,loo,False
aliyooa,o,yoo,False
lilioa,o,lilio,False
ninayeoa,o,yeo,False
nitayeoa,o,yeo,False
tunayeoa,o,yeo,False
tutayeoa,o,yeo,False
unayeoa,o,yeo,False
utayeoa,o,yeo,False
mnayeoa,o,yeo,False
mtayeoa,o,yeo,False
anayeoa,o,yeo,False
atayeoa,o,yeo,False
wanayeoa,o,yeo,False
watayeoa,o,yeo,False
oana,o,oan,False
nilioana,o,nilioana,False
ninaoana,o,oan,False
nimeoana,o,oan,False
nitaoana,o,oan,False
tulioana,o,tulioana,False
tunaoana,o,oan,False
tumeoana,o,oan,False
tutaoana,o,oan,False
ulioana,o,ulioana,False
unaoana,o,oan,False
umeoana,o,oan,False
utaoana,o,oan,False
mlioana,o,mlioana,False
mnaoana,o,oan,False
mmeoana,o,oan,False
mtaoana,o,oan,False
alioana,o,alioana,False
anaoana,o,oan,False
ameoana,o,oan,False
ataoana,o,oan,False
walioana,o,walioana,False
wanaoana,o,oan,False
wameoana,o,oan,False
wataoana,o,oan,False
huoana,o,oan,False
kuoana,o,oan,False
kumuoana,o,oan,False
kuwaoana,o,oan,False
ningeoana,o,oan,False
ungeoana,o,oan,False
angeoana,o,oan,False
tungeoana,o,oan,False
mngeoana,o,oan,False
wangeoana,o,oan,False
ningalioana,o,oan,False
ungalioana,o,oan,False
angalioana,o,oan,False
tungalioana,o,oan,False
mngalioana,o,oan,False
wangalioana,o,oan,False
niliyeoana,o,oan,False
uliyeoana,o,oan,False
aliyeoana,o,oan,False
tuliyeoana,o,oan,False
mliyeoana,o,oan,False
waliyeoana,o,oan,False
niliooana,o,oan,False
uliooana,o,oan,False
aliooana,o,oan,False
tuliooana,o,oan,False
mliooana,o,oan,False
waliooana,o,oan,False
nilipooana,o,oan,False
ulipooana,o,oan,False
alipooana,o,oan,False
tulipooana,o,oan,False
mlipooana,o,oan,False
walipooana,o,oan,False
nijapooana,o,oan,False
ujapooana,o,oan,False
ajapooana,o,oan,False
tujapooana,o,oan,False
mjapooana,o,oan,False
wajapooana,o,oan,False
nisipooana,o,oan,False
usipooana,o,oan,False
asipooana,o,oan,False
tusipooana,o,oan,False
msipooana,o,oan,False
wasipooana,o,oan,False
nikioana,o,oan,False
ukioana,o,oan,False
akioana,o,oan,False
tukioana,o,oan,False
mkioana,o,oan,False
niliyaoana,o,oan,False
uliyaoana,o,oan,False
aliyaoana,o,oan,False
tuliyaoana,o,oan,False
mliyaoana,o,oan,False
waliyaoana,o,oan,False
wakioana,o,oan,False
nilichooana,o,oan,False
ulichooana,o,oan,False
alichooana,o,oan,False
tulichooana,o,oan,False
mlichooana,o,oan,False
walichooana,o,oan,False
yaliooana,o,oan,False
kilichooana,o,oan,False
zilizooana,o,oan,False
inaoana,o,oan,False
itaoana,o,oan,False
ilioana,o,ilioana,False
imeoana,o,oan,False
ingeoana,o,oan,False
ingalioana,o,oan,False
iliyeoana,o,oan,False
iliooana,o,oan,False
iliyooana,o,oan,False
ilipooana,o,oan,False
ikioana,o,oan,False
ilichooana,o,oan,False
zinaoana,o,oan,False
zitaoana,o,oan,False
zilioana,o,zilioana,False
zimeoana,o,oan,False
zingeoana,o,oan,False
zingalioana,o,oan,False
ziliyeoana,o,oan,False
ziliooana,o,oan,False
zilipooana,o,oan,False
zikioana,o,oan,False
yanaoana,o,oan,False
yataoana,o,oan,False
yalioana,o,yalioana,False
yameoana,o,oan,False
yangeoana,o,oan,False
yangalioana,o,oan,False
yaliyeoana,o,oan,False
yaliyooana,o,oan,False
yalipooana,o,oan,False
yakioana,o,oan,False
lililooana,o,oan,False
aliyooana,o,oan,False
lilioana,o,lilioana,False
ninayeoana,o,oan,False
nitayeoana,o,oan,False
tunayeoana,o,oan,False
tutayeoana,o,oan,False
unayeoana,o,oan,False
utayeoana,o,oan,False
mnayeoana,o,oan,False
mtayeoana,o,oan,False
anayeoana,o,oan,False
atayeoana,o,oan,False
wanayeoana,o,oan,False
watayeoana,o,oan,False
oanisha,o,oanisha,False
nilioanisha,o,nilioanisha,False
ninaoanisha,o,ninaoanisha,False
nimeoanisha,o,nimeoanisha,False
nitaoanisha,o,nitaoanisha,False
tulioanisha,o,tulioanisha,False
tunaoanisha,o,tunaoanisha,False
tumeoanisha,o,tumeoanisha,False
tutaoanisha,o,tutaoanisha,False
ulioanisha,o,ulioanisha,False
unaoanisha,o,unaoanisha,False
umeoanisha,o,umeoanisha,False
utaoanisha,o,utaoanisha,False
mlioanisha,o,mlioanisha,False
mnaoanisha,o,mnaoanisha,False
mmeoanisha,o,mmeoanisha,False
mtaoanisha,o,mtaoanisha,False
alioanisha,o,alioanisha,False
anaoanisha,o,anaoanisha,False
ameoanisha,o,ameoanisha,False
ataoanisha,o,ataoanisha,False
walioanisha,o,walioanisha,False
wanaoanisha,o,wanaoanisha,False
wameoanisha,o,wameoanisha,False
wataoanisha,o,wataoanisha,False
huoanisha,o,huoanisha,False
kuoanisha,o,kuoanisha,False
kumuoanisha,o,kumuoanisha,False
kuwaoanisha,o,kuwaoanisha,False
ningeoanisha,o,ningeoanisha,False
ungeoanisha,o,ungeoanisha,False
angeoanisha,o,angeoanisha,False
tungeoanisha,o,tungeoanisha,False
mngeoanisha,o,mngeoanisha,False
wangeoanisha,o,wangeoanisha,False
ningalioanisha,o,ningalioanisha,False
ungalioanisha,o,ungalioanisha,False
angalioanisha,o,angalioanisha,False
tungalioanisha,o,tungalioanisha,False
mngalioanisha,o,mngalioanisha,False
wangalioanisha,o,wangalioanisha,False
niliyeoanisha,o,niliyeoanisha,False
uliyeoanisha,o,uliyeoanisha,False
aliyeoanisha,o,aliyeoanisha,False
tuliyeoanisha,o,tuliyeoanisha,False
mliyeoanisha,o,mliyeoanisha,False
waliyeoanisha,o,waliyeoanisha,False
niliooanisha,o,niliooanisha,False
uliooanisha,o,uliooanisha,False
aliooanisha,o,aliooanisha,False
tuliooanisha,o,tuliooanisha,False
mliooanisha,o,mliooanisha,False
waliooanisha,o,waliooanisha,False
nilipooanisha,o,nilipooanisha,False
ulipooanisha,o,ulipooanisha,False
alipooanisha,o,alipooanisha,False
tulipooanisha,o,tulipooanisha,False
mlipooanisha,o,mlipooanisha,False
walipooanisha,o,walipooanisha,False
nijapooanisha,o,nijapooanisha,False
ujapooanisha,o,ujapooanisha,False
ajapooanisha,o,ajapooanisha,False
tujapooanisha,o,tujapooanisha,False
mjapooanisha,o,mjapooanisha,False
wajapooanisha,o,wajapooanisha,False
nisipooanisha,o,nisipooanisha,False
usipooanisha,o,usipooanisha,False
asipooanisha,o,asipooanisha,False
tusipooanisha,o,tusipooanisha,False
msipooanisha,o,msipooanisha,False
wasipooanisha,o,wasipooanisha,False
nikioanisha,o,nikioanisha,False
ukioanisha,o,ukioanisha,False
akioanisha,o,akioanisha,False
tukioanisha,o,tukioanisha,False
mkioanisha,o,mkioanisha,False
niliyaoanisha,o,niliyaoanisha,False
uliyaoanisha,o,uliyaoanisha,False
aliyaoanisha,o,aliyaoanisha,False
tuliyaoanisha,o,tuliyaoanisha,False
mliyaoanisha,o,mliyaoanisha,False
waliyaoanisha,o,waliyaoanisha,False
wakioanisha,o,wakioanisha,False
nilichooanisha,o,nilichooanisha,False
ulichooanisha,o,ulichooanisha,False
alichooanisha,o,alichooanisha,False
tulichooanisha,o,tulichooanisha,False
mlichooanisha,o,mlichooanisha,False
walichooanisha,o,walichooanisha,False
yaliooanisha,o,yaliooanisha,False
kilichooanisha,o,kilichooanisha,False
zilizooanisha,o,zilizooanisha,False
inaoanisha,o,inaoanisha,False
itaoanisha,o,itaoanisha,False
ilioanisha,o,ilioanisha,False
imeoanisha,o,imeoanisha,False
ingeoanisha,o,ingeoanisha,False
ingalioanisha,o,ingalioanisha,False
iliyeoanisha,o,iliyeoanisha,False
iliooanisha,o,iliooanisha,False
iliyooanisha,o,iliyooanisha,False
ilipooanisha,o,ilipooanisha,False
ikioanisha,o,ikioanisha,False
ilichooanisha,o,ilichooanisha,False
zinaoanisha,o,zinaoanisha,False
zitaoanisha,o,zitaoanisha,False
zilioanisha,o,zilioanisha,False
zimeoanisha,o,zimeoanisha,False
zingeoanisha,o,zingeoanisha,False
zingalioanisha,o,zingalioanisha,False
ziliyeoanisha,o,ziliyeoanisha,False
ziliooanisha,o,ziliooanisha,False
zilipooanisha,o,zilipooanisha,False
zikioanisha,o,zikioanisha,False
yanaoanisha,o,yanaoanisha,False
yataoanisha,o,yataoanisha,False
yalioanisha,o,yalioanisha,False
yameoanisha,o,yameoanisha,False
yangeoanisha,o,yangeoanisha,False
yangalioanisha,o,yangalioanisha,False
yaliyeoanisha,o,yaliyeoanisha,False
yaliyooanisha,o,yaliyooanisha,False
yalipooanisha,o,yalipooanisha,False
yakioanisha,o,yakioanisha,False
lililooanisha,o,lililooanisha,False
aliyooanisha,o,aliyooanisha,False
lilioanisha,o,lilioanisha,False
ninayeoanisha,o,ninayeoanisha,False
nitayeoanisha,o,nitayeoanisha,False
tunayeoanisha,o,tunayeoanisha,False
tutayeoanisha,o,tutayeoanisha,False
unayeoanisha,o,unayeoanisha,False
utayeoanisha,o,utayeoanisha,False
mnayeoanisha,o,mnayeoanisha,False
mtayeoanisha,o,mtayeoanisha,False
anayeoanisha,o,anayeoanisha,False
atayeoanisha,o,atayeoanisha,False
wanayeoanisha,o,wanayeoanisha,False
watayeoanisha,o,watayeoanisha,False
niliomba,omb,niliomba,False
tuliomba,omb,tuliomba,False
uliomba,omb,uliomba,False
mliomba,omb,mliomba,False
aliomba,omb,aliomba,False
waliomba,omb,waliomba,False
iliomba,omb,iliomba,False
ziliomba,omb,ziliomba,False
yaliomba,omb,yaliomba,False
liliomba,omb,liliomba,False
niliombea,omb,mbe,False
tuliombea,omb,mbe,False
uliombea,omb,mbe,False
mliombea,omb,mbe,False
aliombea,omb,mbe,False
waliombea,omb,mbe,False
iliombea,omb,mbe,False
ziliombea,omb,mbe,False
yaliombea,omb,mbe,False
liliombea,omb,mbe,False
ona,on,ona,False
niliona,on,niliona,False
ninaona,on,ninaona,False
nimeona,on,nimeona,False
nitaona,on,nitaona,False
tuliona,on,tuliona,False
tunaona,on,tunaona,False
tumeona,on,tumeona,False
tutaona,on,tutaona,False
uliona,on,uliona,False
unaona,on,unaona,False
umeona,on,umeona,False
utaona,on,utaona,False
mliona,on,mliona,False
mnaona,on,mnaona,False
mmeona,on,mmeona,False
mtaona,on,mtaona,False
aliona,on,aliona,False
anaona,on,anaona,False
ameona,on,ameona,False
ataona,on,ataona,False
waliona,on,waliona,False
wanaona,on,wanaona,False
wameona,on,wameona,False
wataona,on,wataona,False
huona,on,huona,False
kuona,on,kuona,False
kumuona,on,kumuona,False
kuwaona,on,kuwaona,False
ningeona,on,ningeona,False
ungeona,on,ungeona,False
angeona,on,angeona,False
tungeona,on,tungeona,False
mngeona,on,mngeona,False
wangeona,on,wangeona,False
ningaliona,on,ningaliona,False
ungaliona,on,ungaliona,False
angaliona,on,angaliona,False
tungaliona,on,tungaliona,False
mngaliona,on,mngaliona,False
wangaliona,on,wangaliona,False
niliyeona,on,niliyeona,False
uliyeona,on,uliyeona,False
aliyeona,on,aliyeona,False
tuliyeona,on,tuliyeona,False
mliyeona,on,mliyeona,False
waliyeona,on,waliyeona,False
nilioona,on,nilioona,False
ulioona,on,ulioona,False
alioona,on,alioona,False
tulioona,on,tulioona,False
mlioona,on,mlioona,False
walioona,on,walioona,False
nilipoona,on,nilipoona,False
ulipoona,on,ulipoona,False
alipoona,on,alipoona,False
tulipoona,on,tulipoona,False
mlipoona,on,mlipoona,False
walipoona,on,walipoona,False
nijapoona,on,nijapoona,False
ujapoona,on,ujapoona,False
ajapoona,on,ajapoona,False
tujapoona,on,tujapoona,False
mjapoona,on,mjapoona,False
wajapoona,on,wajapoona,False
nisipoona,on,nisipoona,False
usipoona,on,usipoona,False
asipoona,on,asipoona,False
tusipoona,on,tusipoona,False
msipoona,on,msipoona,False
wasipoona,on,wasipoona,False
nikiona,on,nikiona,False
ukiona,on,ukiona,False
akiona,on,akiona,False
tukiona,on,tukiona,False
mkiona,on,mkiona,False
niliyaona,on,niliyaona,False
uliyaona,on,uliyaona,False
aliyaona,on,aliyaona,False
tuliyaona,on,tuliyaona,False
mliyaona,on,mliyaona,False
waliyaona,on,waliyaona,False
wakiona,on,wakiona,False
nilichoona,on,nilichoona,False
ulichoona,on,ulichoona,False
alichoona,on,alichoona,False
tulichoona,on,tulichoona,False
mlichoona,on,mlichoona,False
walichoona,on,walichoona,False
yalioona,on,yalioona,False
kilichoona,on,kilichoona,False
zilizoona,on,zilizoona,False
inaona,on,inaona,False
itaona,on,itaona,False
iliona,on,iliona,False
imeona,on,imeona,False
ingeona,on,ingeona,False
ingaliona,on,ingaliona,False
iliyeona,on,iliyeona,False
ilioona,on,ilioona,False
iliyoona,on,iliyoona,False
ilipoona,on,ilipoona,False
ikiona,on,ikiona,False
ilichoona,on,ilichoona,False
zinaona,on,zinaona,False
zitaona,on,zitaona,False
ziliona,on,ziliona,False
zimeona,on,zimeona,False
zingeona,on,zingeona,False
zingaliona,on,zingaliona,False
ziliyeona,on,ziliyeona,False
zilioona,on,zilioona,False
zilipoona,on,zilipoona,False
zikiona,on,zikiona,False
yanaona,on,yanaona,False
yataona,on,yataona,False
yaliona,on,yaliona,False
yameona,on,yameona,False
yangeona,on,yangeona,False
yangaliona,on,yangaliona,False
yaliyeona,on,yaliyeona,False
yaliyoona,on,yaliyoona,False
yalipoona,on,yalipoona,False
yakiona,on,yakiona,False
lililoona,on,lililoona,False
aliyoona,on,aliyoona,False
liliona,on,liliona,False
ninayeona,on,ninayeona,False
nitayeona,on,nitayeona,False
tunayeona,on,tunayeona,False
tutayeona,on,tutayeona,False
unayeona,on,unayeona,False
utayeona,on,utayeona,False
mnayeona,on,mnayeona,False
mtayeona,on,mtayeona,False
anayeona,on,anayeona,False
atayeona,on,atayeona,False
wanayeona,on,wanayeona,False
watayeona,on,watayeona,False
onana,on,onan,False
nilionana,on,nan,False
ninaonana,on,onan,False
nimeonana,on,onan,False
nitaonana,on,onan,False
tulionana,on,nan,False
tunaonana,on,onan,False
tumeonana,on,onan,False
tutaonana,on,onan,False
ulionana,on,nan,False
unaonana,on,onan,False
umeonana,on,onan,False
utaonana,on,onan,False
mlionana,on,nan,False
mnaonana,on,onan,False
mmeonana,on,onan,False
mtaonana,on,onan,False
alionana,on,nan,False
anaonana,on,onan,False
ameonana,on,onan,False
ataonana,on,onan,False
walionana,on,nan,False
wanaonana,on,onan,False
wameonana,on,onan,False
wataonana,on,onan,False
huonana,on,onan,False
kuonana,on,onan,False
kumuonana,on,onan,False
kuwaonana,on,onan,False
ningeonana,on,onan,False
ungeonana,on,onan,False
angeonana,on,onan,False
tungeonana,on,onan,False
mngeonana,on,onan,False
wangeonana,on,onan,False
ningalionana,on,onan,False
ungalionana,on,onan,False
angalionana,on,onan,False
tungalionana,on,onan,False
mngalionana,on,onan,False
wangalionana,on,onan,False
niliyeonana,on,onan,False
uliyeonana,on,onan,False
aliyeonana,on,onan,False
tuliyeonana,on,onan,False
mliyeonana,on,onan,False
waliyeonana,on,onan,False
nilioonana,on,onan,False
ulioonana,on,onan,False
alioonana,on,onan,False
tulioonana,on,onan,False
mlioonana,on,onan,False
walioonana,on,onan,False
nilipoonana,on,onan,False
ulipoonana,on,onan,False
alipoonana,on,onan,False
tulipoonana,on,onan,False
mlipoonana,on,onan,False
walipoonana,on,onan,False
nijapoonana,on,onan,False
ujapoonana,on,onan,False
ajapoonana,on,onan,False
tujapoonana,on,onan,False
mjapoonana,on,onan,False
wajapoonana,on,onan,False
nisipoonana,on,onan,False
usipoonana,on,onan,False
asipoonana,on,onan,False
tusipoonana,on,onan,False
msipoonana,on,onan,False
wasipoonana,on,onan,False
nikionana,on,onan,False
ukionana,on,onan,False
akionana,on,onan,False
tukionana,on,onan,False
mkionana,on,onan,False
niliyaonana,on,onan,False
uliyaonana,on,onan,False
aliyaonana,on,onan,False
tuliyaonana,on,onan,False
mliyaonana,on,onan,False
waliyaonana,on,onan,False
wakionana,on,onan,False
nilichoonana,on,onan,False
ulichoonana,on,onan,False
alichoonana,on,onan,False
tulichoonana,on,onan,False
mlichoonana,on,onan,False
walichoonana,on,onan,False
yalioonana,on,onan,False
kilichoonana,on,onan,False
zilizoonana,on,onan,False
inaonana,on,onan,False
itaonana,on,onan,False
ilionana,on,nan,False
imeonana,on,onan,False
ingeonana,on,onan,False
ingalionana,on,onan,False
iliyeonana,on,onan,False
ilioonana,on,onan,False
iliyoonana,on,onan,False
ilipoonana,on,onan,False
ikionana,on,onan,False
ilichoonana,on,onan,False
zinaonana,on,onan,False
zitaonana,on,onan,False
zilionana,on,nan,False
zimeonana,on,onan,False
zingeonana,on,onan,False
zingalionana,on,onan,False
ziliyeonana,on,onan,False
zilioonana,on,onan,False
zilipoonana,on,onan,False
zikionana,on,onan,False
yanaonana,on,onan,False
yataonana,on,onan,False
yalionana,on,nan,False
yameonana,on,onan,False
yangeonana,on,onan,False
yangalionana,on,onan,False
yaliyeonana,on,onan,False
yaliyoonana,on,onan,False
yalipoonana,on,onan,False
yakionana,on,onan,False
lililoonana,on,onan,False
aliyoonana,on,onan,False
lilionana,on,nan,False
ninayeonana,on,onan,False
nitayeonana,on,onan,False
tunayeonana,on,onan,False
tutayeonana,on,onan,False
unayeonana,on,onan,False
utayeonana,on,onan,False
mnayeonana,on,onan,False
mtayeonana,on,onan,False
anayeonana,on,onan,False
atayeonana,on,onan,False
wanayeonana,on,onan,False
watayeonana,on,onan,False
onekana,on,onek,False
nilionekana,on,nek,False
ninaonekana,on,onek,False
nimeonekana,on,onek,False
nitaonekana,on,onek,False
tulionekana,on,nek,False
tunaonekana,on,onek,False
tumeonekana,on,onek,False
tutaonekana,on,onek,False
ulionekana,on,nek,False
unaonekana,on,onek,False
umeonekana,on,onek,False
utaonekana,on,onek,False
mlionekana,on,nek,False
mnaonekana,on,onek,False
mmeonekana,on,onek,False
mtaonekana,on,onek,False
alionekana,on,nek,False
anaonekana,on,onek,False
ameonekana,on,onek,False
ataonekana,on,onek,False
walionekana,on,nek,False
wanaonekana,on,onek,False
wameonekana,on,onek,False
wataonekana,on,onek,False
huonekana,on,onek,False
kuonekana,on,onek,False
kumuonekana,on,onek,False
kuwaonekana,on,onek,False
ningeonekana,on,onek,False
ungeonekana,on,onek,False
angeonekana,on,onek,False
tungeonekana,on,onek,False
mngeonekana,on,onek,False
wangeonekana,on,onek,False
ningalionekana,on,onek,False
ungalionekana,on,onek,False
angalionekana,on,onek,False
tungalionekana,on,onek,False
mngalionekana,on,onek,False
wangalionekana,on,onek,False
niliyeonekana,on,onek,False
uliyeonekana,on,onek,False
aliyeonekana,on,onek,False
tuliyeonekana,on,onek,False
